STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
VT,7,44070,5780,36790,1160,40370,1930,24740,20690,112870,32060,120,0,0,120,0,2300,16330,5903571,44070,6000097,38240,4108380,28560,40575,18980,169101,17980,130007,14940,15837,10440,218044,16230,242622,16720,716589,690,1100,5565,11140,277140,5670,140942,18770,96526,2890,809,980,15049,2840,25377,2230,12322,7430,8509,37110,867745,37110,848205,9370,19541,6970,201484,1620,36711,6690,44729,250,410,6500,48267,6620,62091,6960,66199,710,700,5450,55638,170,990,320,180,390,2022,5690,36172,200,2767,12800,67590,44030,4762986,43970,698915,60,275,540,2444,24940,69687,8050,2633,4840,2697,3780,5203,0,0,17840,49511,810,4820,8270,37460,40,137,580,2706,410,861,43710,720682,0,0,0,0,200,418,3080,3071,0,0,43590,629228,43750,672725,240,74,90,52,16120,66168,27840,113156,25300,96998,3580,16158
VT,8,11230,1380,9560,230,10430,520,8140,3050,29510,8800,0,0,0,0,0,150,4870,3197381,11230,3263129,9300,1777302,9390,37848,7580,195605,7280,159809,3630,8857,3320,161524,7270,341870,4640,313908,200,130,828,3010,84784,3670,275286,4470,65748,350,87,810,20236,1610,19300,250,2275,0,0,7230,171576,7230,166811,2240,4766,4000,156957,370,15361,3840,71286,150,201,3740,40266,3880,38351,4000,41477,320,269,3140,43920,80,526,230,126,500,4068,3650,48871,160,1994,5460,71585,11220,2796172,11220,529326,140,936,110,553,8040,26845,4330,4425,1020,531,0,0,0,0,4240,11708,280,2124,3020,21932,0,0,100,511,80,272,11130,547327,0,0,0,0,0,0,0,0,0,0,11200,502481,11210,539231,3740,2806,6010,8907,5270,62935,5920,70216,4070,38959,2510,31258
VT,9,1430,190,1210,30,1350,60,1270,200,3810,1180,0,0,0,0,0,0,660,952715,1430,968687,1120,403190,1340,15941,1190,82424,1160,67910,430,4018,470,39032,1210,174192,530,37659,30,0,0,360,10055,810,158767,730,15972,20,6,140,5779,350,5126,30,290,0,0,630,14835,630,14412,200,423,800,47753,20,1579,770,36840,40,49,740,11317,800,7915,800,8333,50,93,580,9394,20,111,40,13,210,3476,770,23206,60,1769,770,25560,1430,864537,1430,207710,60,447,0,0,1060,8167,830,3067,80,46,0,0,0,0,20,22,40,364,490,4567,0,0,10,57,10,54,1420,216457,0,0,0,0,0,0,0,0,0,0,1430,199543,1430,215930,790,2208,1310,8491,690,28428,730,28555,310,9051,530,19504
VT,10,590,90,470,10,550,30,560,40,1440,460,0,0,0,0,0,0,260,1622616,590,1633702,440,257418,580,36519,530,154096,520,129380,310,9094,170,19724,540,676384,180,14580,20,0,0,150,4251,460,408373,330,11086,0,0,50,2114,190,2775,20,176,0,0,150,3472,150,3367,50,105,430,103217,0,0,430,88377,0,0,400,9261,420,4215,430,6277,20,28,240,4185,10,162,30,6,160,6095,420,85444,70,1319,400,62370,590,1453558,590,383140,140,2287,0,0,460,16707,410,11347,20,11,0,0,0,0,0,0,20,178,190,2916,0,0,0,0,0,0,580,394716,0,0,0,0,0,0,0,0,0,0,590,366433,590,398049,280,2071,560,26048,220,66198,360,62547,90,11235,310,51312
VA,0,3983910,1870710,1511810,494940,3551490,237440,1716600,2512870,7572650,2331630,89900,32800,5700,51390,8310,518750,982730,326638328,3971880,330642466,3360700,229050956,1261440,2590485,858060,8105834,805490,6239504,822550,1148444,655290,8295568,739720,19302163,979890,34993356,37040,59570,223998,579350,9545914,222650,18327377,976790,4004138,98300,24845,30010,875463,95280,805492,67680,318765,326690,364108,3238080,54224545,3238080,53163279,544730,1061264,705660,22981772,157910,2588754,649290,6824434,45600,60826,636750,3464239,663550,5447403,703230,5886017,514770,402795,587210,7887534,12780,99002,40940,30645,29080,411778,596640,5628098,22300,359477,496100,3452858,3229650,252659083,3217250,45619002,6830,71680,85210,122269,1537530,3276589,275610,301762,201770,119767,235530,252602,252130,45813,1038220,2263872,13290,36399,483830,1656884,166390,1559796,182460,1698899,86440,74038,3809710,50815058,596880,1398283,524040,1221048,453520,792752,186030,167369,63320,53579,2825600,42342418,3041220,45119246,145930,281582,160190,575928,923470,4703811,2964370,10305051,2887150,8284959,100930,2020090
VA,1,40040,23790,12740,1680,27280,7100,23330,11470,60290,9940,460,280,10,170,10,1380,18810,-3498726,28010,-3454061,9720,439906,11870,106291,8190,91086,7520,52567,1900,6877,14300,-307116,10430,304185,6340,128728,2940,180,781,80,331,7170,-930346,7640,44665,190,46,90,1494,2060,12894,290,1351,1730,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,655,0,0,1240,4938,90,4383,1060,388,280,566,20,2,0,0,50,30,20,12,170,147,0,0,4350,11455,5840,66656,6240,67164,30,14,18670,112675,2850,3545,1810,2402,1410,2892,1920,1856,3600,3992,1040,4372,6320,18796,270,818,0,0,3600,7764,17190,101525,16330,81848,1160,19676
VA,2,459270,385660,30560,35860,396730,34420,161140,274790,393790,81860,17020,7740,420,8860,3240,41910,73950,2379191,459260,2433812,358400,2019552,62100,26813,38420,48170,35090,32856,4970,3710,68160,200025,30410,27183,46170,234486,2200,3300,8614,1310,5812,4710,-15805,65090,54621,690,148,100,671,4000,12620,910,2703,7330,6944,453220,4724338,453220,4626753,54250,97585,6010,127398,4240,67510,2250,4120,2270,1021,3670,14843,4750,16291,5520,19424,2800,1474,3170,32234,100,854,150,77,150,463,3190,4570,120,740,980,452,16810,35717,13480,3666,20,18,4020,1534,2830,473,1600,63,30,13,350,100,160,31,570,238,10,4,55870,40447,19740,187435,20740,191142,190,111,389700,321419,134590,138712,115780,123434,37560,25734,14810,12864,10610,6670,12320,3193,72250,45610,20,20,0,0,44660,21983,366900,297839,365320,293546,2030,4292
VA,3,719010,454530,91270,155280,646290,40710,284450,539400,1118290,366410,27200,11370,850,14990,3340,145010,145170,12410509,719010,12611606,582000,9857234,97760,69814,54540,121716,50000,83414,20350,13385,128950,968108,43170,93005,116490,1349868,3970,13080,44256,53320,102356,11080,13801,144750,201097,4210,947,390,2479,8900,28187,4940,15449,31520,29852,700210,10422081,700210,10232960,103520,189121,18770,415452,12950,202681,10750,14807,5900,3397,11940,43812,16000,54698,18140,62466,10360,5654,10130,96096,260,2432,470,390,340,959,12370,40155,550,4603,37630,25738,460330,2588364,458570,265920,110,227,21300,7447,180300,61079,5730,363,9690,3496,36940,18126,64470,10587,76700,28061,500,241,103960,180243,61520,548804,63420,557918,20970,11755,676010,1934990,258430,826537,229090,726405,175470,303648,35350,30573,26970,18316,335160,204841,421490,401130,60,55,0,0,71240,81925,628350,1612984,625500,1605577,4010,7407
VA,4,882350,480680,193290,173240,794690,47370,354100,654570,1563010,496910,26440,10200,1400,14840,1700,167020,179030,32182667,882350,32576760,772380,26909860,163080,125562,90810,247797,83800,173095,85850,59778,117250,847527,73080,214644,165960,3063845,6080,16050,61298,130600,918015,21030,137105,199300,394093,17710,4200,1000,7889,13160,56725,14340,52104,93210,103764,821520,13135278,821520,12926613,109890,208665,60790,1345429,33180,470139,48980,91006,9230,8187,43950,144597,54290,230251,60220,256011,39960,22787,38940,351682,1140,7411,1620,1735,790,2823,46520,214073,2560,22112,80400,126616,872730,17512809,867220,1927037,40,1552,36360,28538,394640,460061,18920,1883,39010,25397,68540,70639,147050,28555,258260,328291,2860,3155,78550,188223,60060,539460,62330,571590,39160,26280,860210,3430465,195780,427391,173440,367243,184560,365125,41310,35587,17790,17657,658910,1466976,705890,1691889,110,176,20,2,136070,199391,741430,1927637,735800,1907953,7940,19684
VA,5,548750,251750,210940,65050,489950,30520,241260,368930,1064420,306820,10300,2260,1040,7000,20,75930,147470,33793674,548750,34164502,473440,26525558,169350,150649,102830,357446,95500,256121,120760,95047,78790,633118,83590,333516,149120,4063674,5550,9150,35666,110680,1705229,21390,225364,155820,370828,18070,4428,1250,13198,10210,61237,13440,56326,78190,91535,460910,8279723,460910,8118350,84330,161372,87830,2019836,33150,488109,79220,231258,7020,8332,74730,256470,80750,467123,87480,503351,62270,33825,67790,625057,1630,11458,3220,3128,1220,4008,69450,338821,2850,27698,66590,156059,546720,23268526,545300,2883141,70,299,13590,31388,227030,478368,27950,3732,26090,15544,42460,50377,40440,6628,168590,391165,2850,5114,52810,141968,14880,167581,19130,202806,14390,13869,540180,3411877,5240,2098,3910,1564,44800,78898,26350,23987,3580,5479,498160,2404773,511360,2574756,100,128,10,5,129140,266772,418020,1091722,410900,1064794,9760,26928
VA,6,379910,122540,217950,29230,339460,20920,173980,244060,841900,244890,4510,560,800,3150,0,40680,115470,32988467,379910,33292893,326650,24995888,157230,161936,101800,437483,95090,320232,123530,108101,59830,557768,84500,463376,126400,4476674,4630,6130,24273,86350,1751723,20950,266765,103270,304426,14890,3930,1410,16566,8260,58911,9300,47234,42240,48218,289440,5957980,289440,5831534,62630,126446,90460,2265255,25030,386885,84780,350976,4690,6793,82190,318479,84520,625914,90290,663178,66200,38191,75460,769018,1720,11744,4190,3673,1580,4426,73420,387425,2400,24894,58150,161590,379180,24535833,378350,3256422,140,1014,5090,21089,168300,439581,30490,5104,25570,15766,30420,38587,0,0,134140,367328,2060,4991,40710,118881,3770,43121,6310,67350,5810,7638,375920,3550271,0,0,0,0,8020,12792,20660,18912,690,1299,369480,2816841,372290,2962161,180,149,20,6,102970,268408,276170,847850,268960,817691,9690,30159
VA,7,663020,125560,497620,28930,592560,38100,307050,334330,1687330,527760,3650,370,1050,2230,0,41580,208980,91537792,663020,92402288,578870,67887681,370570,496697,267760,1675909,252130,1263402,319620,338110,121330,1787023,231280,2157925,254210,12814631,7770,9190,37992,143900,3525211,59400,1307303,207890,864496,33270,8856,7110,111555,20500,184677,20710,109207,72470,81664,406790,9193851,406790,8984163,98520,209687,256220,7654516,40570,704633,246260,1724348,8530,16044,242080,1196791,243070,2263715,256040,2395166,193600,142433,226130,2955469,4610,31263,15200,12417,7170,25563,221620,1439786,6050,63243,141560,593768,662410,73944606,661700,11461891,1040,3743,3270,26567,360970,985106,93890,25301,63810,38769,56770,74743,0,0,279920,799008,3490,12699,85310,330536,580,6739,3730,35708,4770,9709,658850,11355075,0,0,0,0,1670,3589,45630,43590,80,166,659290,10476789,660190,10885768,7540,1990,2710,900,273770,1068132,387820,1518164,367510,1380385,27220,137779
VA,8,249870,22380,220780,4910,226190,15650,137010,78240,720730,250700,320,30,140,160,0,5110,79280,70200268,249870,71120865,223890,48842493,190390,481053,158500,2121522,152040,1671760,124670,227097,55420,2339407,147910,3780197,101560,7628877,2960,2370,10451,45920,1311178,52600,3768183,72370,920597,8840,2183,11810,322332,18240,225004,3080,27654,0,0,96230,2280966,96230,2219217,28490,61749,153640,5769855,8390,243135,146970,2148252,6290,13446,147790,1080998,148970,1478474,153600,1577607,116400,118520,139750,2484384,2580,22487,12530,7501,9940,64935,139660,1281069,4520,79909,88720,863262,249790,61241958,249710,11944993,3220,20922,470,4903,174260,506461,73380,52518,33580,18360,0,0,0,0,119580,349231,1300,7171,47240,346217,0,0,520,4783,960,3581,248690,11759627,0,0,0,0,30,74,0,0,0,0,249590,11438532,249740,12044078,106830,75705,119950,119682,141100,1335109,107930,1031731,88020,681583,25620,350148
VA,9,29210,2640,25810,510,26840,1850,23020,5420,87640,32680,0,0,0,0,0,110,9910,19567217,29210,19999474,25240,10841652,26900,236030,23940,935537,23280,747334,13010,77030,7840,751392,23920,2089520,9820,886487,580,110,526,4980,155886,15210,3661806,13430,432257,350,86,4230,206068,5960,94896,470,4661,0,0,7530,178251,7530,173002,2430,5249,21690,1235720,340,21095,20400,735684,1160,2471,20770,229863,21190,211215,21680,237288,15860,23782,18470,403531,490,6828,2480,1223,4220,63225,20480,458827,1570,47124,14100,349707,29210,17808713,29200,4552103,730,9183,40,310,19550,89330,15210,44983,3160,1860,0,0,0,0,300,403,140,1474,9730,133805,0,0,40,328,110,692,29060,4661034,0,0,0,0,0,0,0,0,0,0,29190,4462774,29210,4787912,21550,66865,25900,108898,15640,591567,13420,456256,6620,163163,7920,293093
VA,10,12490,1200,10860,260,11510,800,11260,1660,35260,13670,0,0,0,0,0,20,4680,35077269,12490,35494327,10120,10731132,12200,735640,11270,2069168,11040,1638723,7890,219309,3420,518316,11440,9838612,3820,346086,360,20,141,2200,70173,9140,9893201,7220,417058,90,21,2640,193211,4000,70341,210,2076,0,0,2230,52077,2230,50687,670,1390,10260,2148311,50,4567,9670,1523983,510,1135,9650,178386,10010,99722,10260,171526,7320,16129,7380,170063,240,4525,1090,501,3680,245376,9940,1463372,1690,89154,7970,1175011,12480,31722557,12490,9318891,1380,30339,10,105,9380,255564,8410,167813,830,562,0,0,0,0,0,0,80,1550,5310,165109,0,0,20,110,60,389,12420,10277625,0,0,0,0,0,0,0,0,0,0,12470,9063327,12480,9707146,9270,135676,11580,346435,5280,862760,7150,1419343,2220,288419,5570,1130924
WA,0,3623110,1765970,1425010,377850,3229740,194800,1466010,2221430,6886380,2034570,80330,24470,3510,52350,5930,416260,904850,325739008,3608640,329133115,2994620,222301711,1246840,2950166,789170,9681262,732940,7552285,56660,148731,505740,8945182,735720,29190642,812810,27190769,22650,132440,744463,543760,8978447,219550,17330396,822490,3394107,65470,16914,23400,536350,108390,842770,61550,315675,293360,305737,3092950,52630197,3092950,51591343,532200,1038855,486560,17853431,107040,1915496,41410,563281,408520,1283083,450090,3147094,454770,3477716,482440,3730417,207360,118749,405590,5808284,13860,103364,43510,39528,25430,472861,392720,4898614,28970,822675,475460,4219622,3048850,257279008,3032410,47432018,7290,105438,57950,89221,1359480,3313805,266860,575046,132180,75852,192390,187893,177110,32701,915860,2112729,10460,48598,397290,1483527,85580,416559,102900,491300,96010,80574,3435500,51706169,416530,899968,360610,793939,345000,638413,147970,121492,31740,42807,2706450,44118245,2847040,47010293,144310,269610,166580,897987,815560,5341797,2695820,9927819,2607410,7650975,113780,2276845
WA,1,43260,26920,13540,1670,27560,8700,23500,9550,64060,9650,510,260,10,240,0,920,21870,-3785610,28790,-3735011,9010,381598,13810,87615,8700,90842,7850,62929,240,926,13540,-253404,12530,306570,6350,105727,2010,270,1582,70,368,7360,-997061,7600,50599,140,33,80,1421,2210,13136,240,1370,1870,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,257,0,0,710,3659,80,3382,540,207,170,216,20,3,0,0,20,13,10,11,90,87,0,0,4230,11833,2730,21018,2870,19350,30,14,16790,122963,2580,3042,1590,2031,1300,2749,1680,1475,1820,2824,590,3442,5500,18129,240,370,0,0,3090,5899,15450,110894,14290,82678,1490,28216
WA,2,349050,293710,28540,22860,298220,22660,109120,190940,312800,56730,15190,4710,220,10250,2090,24330,70290,1818918,349050,1859294,258410,1503455,62510,30884,34260,50656,30630,30199,530,448,43160,140340,28820,20856,42360,221954,970,3720,13504,910,3272,4860,-24675,42490,40376,360,77,120,700,3630,11264,660,2174,6370,5347,343380,3752944,343380,3658152,52260,94792,5600,135408,4230,68974,250,729,4240,4395,4080,20706,4550,21095,5180,23909,1460,667,3350,34852,90,494,300,203,180,492,3050,4015,210,1698,750,437,12190,30674,10120,3544,80,51,2210,731,2010,267,1330,68,10,2,210,56,60,16,270,88,10,4,35500,26539,7300,46257,7560,44257,160,87,286310,237436,96340,89967,82740,80251,24090,15950,12050,9567,3980,4074,9360,3277,47680,31190,10,9,0,0,28060,13956,270490,220028,268700,216137,2260,3890
WA,3,568770,399950,72250,88000,504320,30620,199520,400530,810920,224450,21780,6860,530,14390,2060,90470,122610,9953187,568770,10090059,449370,7659227,96920,75708,51920,133841,46790,78807,1320,1334,75400,662007,45590,98622,98380,1226498,1910,20080,86496,49940,92652,10190,16215,93890,136872,2080,452,450,2925,7950,26373,3670,12625,26210,21646,553600,8025041,553600,7860520,89300,164522,15120,368881,10920,176360,790,1954,12220,14774,11420,53230,12740,60128,14420,67547,4430,2093,9020,86038,300,2033,800,462,380,1109,9460,25420,700,6790,30740,22977,386450,2276236,381390,230801,180,834,8150,3285,129110,46185,6360,486,5080,1461,34730,17341,38350,6196,52820,20368,190,91,64090,113863,23650,118224,23460,112156,19710,9990,522970,1339798,156940,467441,135920,418158,103860,181279,28780,22463,11580,12356,294330,184616,341120,311018,50,43,0,0,57250,64693,487570,1090895,483930,1080540,4950,10355
WA,4,841340,502400,175130,145910,757560,40310,303610,611280,1454110,448790,25080,9170,1070,14850,1740,144150,167320,30779876,841340,31115272,719770,25151290,169020,135180,88320,266146,79070,162546,4020,3635,89900,1047947,78000,259110,143840,2838706,2960,35200,182287,123220,894287,19190,130118,167420,335396,6310,1454,1190,10022,14390,60492,12110,47240,82710,81016,800990,12520329,800990,12317472,105860,202857,40270,961492,21440,335952,2640,7921,32910,54843,32840,153367,35550,190000,39250,211363,14690,7563,27570,266433,1140,7978,2490,3721,750,2281,28250,101289,2140,24524,74960,135714,832620,17101248,825950,1882317,460,970,24930,20519,340590,398478,22350,2672,23080,13230,54370,51872,106120,20983,225850,303715,1210,1469,69400,190812,38710,167883,40600,183977,40990,23916,815070,3261320,155570,337407,136460,291898,157070,324882,32070,25018,11050,15609,651790,1483839,685630,1702278,70,52,20,110,125880,192990,709180,1739860,702010,1716753,9980,23107
WA,5,542760,260240,209700,61850,486060,26640,218050,361290,1072170,321410,10770,2810,760,7210,40,71960,146140,33460405,542760,33831233,456470,25802806,173930,162517,96180,374072,88610,241084,6840,7155,68080,942143,85440,426506,133480,3756578,2960,25490,152674,109100,1732982,21470,262665,140360,370828,10940,2634,1450,15398,13400,75106,12340,56449,71390,79519,481420,8570980,481420,8402297,87400,168683,61300,1461903,22300,367396,4800,18315,50210,98120,54370,253680,55980,332147,60560,361966,24550,12137,47900,481849,1790,13535,4280,5263,1130,3765,44430,176500,3340,40963,67900,193497,540900,23161132,539200,2861409,70,281,12180,24757,220290,472174,30960,5654,16530,9341,32670,34860,32570,5495,163550,404577,1740,4192,51660,172942,10750,54139,16360,78747,17970,15596,531520,3426072,5110,2111,3880,1601,46600,90007,20090,16445,2650,6221,490100,2389237,502110,2586643,110,468,20,43,122330,272656,418360,1098587,409400,1066259,11910,32329
WA,6,375810,123550,219620,27470,336540,18860,160930,238360,843750,249050,4060,450,440,3170,0,39580,114960,32610852,375810,32925215,316380,24373179,158810,172057,93410,433596,86150,281739,8120,9593,54280,815826,82880,568222,112390,4017969,2920,18180,108078,86680,1811313,21430,355973,96240,314363,11180,2802,1620,19501,11290,74047,8800,46810,37990,41475,314450,6403552,314450,6266514,67910,137038,61330,1558596,16810,289473,5020,23965,50740,116692,56390,284171,56610,375790,60870,406479,26580,12655,50980,561239,1770,12062,4660,4745,1360,5500,47030,218950,3450,49571,60010,211553,375150,24369392,374200,3221882,120,538,4940,16535,163690,438210,31170,7491,16250,9590,24110,27505,0,0,128120,375193,1640,6130,40940,148791,2160,8054,6120,26183,8150,9726,370130,3551917,0,0,0,0,9730,17998,16220,13489,590,1520,363260,2783700,366560,2955795,170,101,10,7,97680,273820,277000,860107,267850,820684,11920,39424
WA,7,627070,123520,474790,23670,566130,32360,285360,325970,1574230,473360,2750,200,460,2090,0,39920,187500,86045101,627070,86901240,543220,64400724,350150,478836,233680,1422586,218470,1008683,21820,33361,105040,2220717,214610,2599231,198970,9603901,5850,24080,157802,130480,3241479,60140,1751218,190780,856139,27500,7641,6520,106749,26150,216139,19020,104647,66820,74584,469010,10395147,469010,10184946,100730,210201,158010,4807225,25820,498724,13380,92666,134240,404892,150200,926478,148700,1184372,157430,1259225,73670,40479,138670,1921513,4690,29473,14730,14210,5360,24922,132380,857845,9520,183274,136900,756848,626590,69955494,625960,10806423,740,4825,4050,18056,326550,919011,84960,39403,43680,26393,46280,56246,0,0,248470,728591,3560,19910,80470,371140,280,984,4830,20992,7100,13859,620380,10926156,0,0,0,0,2260,5351,37090,33035,70,203,622510,9887412,623610,10327276,5780,1487,1530,738,237830,996664,387490,1575933,364410,1410486,30430,165447
WA,8,224630,30060,188210,5240,206490,11960,127070,75830,612090,200060,180,20,20,140,0,4780,59420,64588163,224630,65360555,198930,45083383,174520,516809,141580,1753276,135570,1336297,9760,25841,44940,2075448,144170,5075765,64400,4419527,2290,4960,38018,35610,975864,50170,4265884,63770,772392,6510,1710,8250,222178,19600,226809,3620,33583,0,0,113990,2592191,113990,2539835,24750,52356,110630,4243232,5170,154019,9220,121723,95970,394139,107480,917352,107080,988018,110460,1034516,50160,32111,100140,1830742,3100,23384,11820,8331,8360,67623,96590,905699,6060,213216,79350,1015200,224550,56697324,224500,11196992,2140,22254,840,4391,145240,485904,63810,102482,22610,12933,0,0,0,0,96380,279662,1600,11709,38710,284706,0,0,980,4836,1590,5800,222430,11028468,0,0,0,0,90,197,0,0,0,0,224190,10711092,224450,11259298,103720,77983,119420,135942,116220,1341843,107420,1093441,86820,716993,25930,376448
WA,9,34790,3750,30040,820,32380,1770,25440,5680,100740,36030,0,0,0,0,0,120,9440,23276300,34790,23569331,30080,13478261,32050,273728,27660,932241,26730,724981,2080,15052,7700,647413,29370,3432882,8840,689610,450,370,3167,5100,147154,15060,3366636,12900,293031,360,90,2540,102284,5950,82734,720,7155,0,0,11920,274350,11920,268177,2920,6173,22880,1284304,310,20285,2800,74859,19340,96414,22300,283797,22380,216928,22860,229935,8580,6965,19820,434841,640,8173,3000,1787,3880,58110,20790,424921,1780,108487,15440,470732,34780,21241312,34780,5355893,930,14078,90,590,21010,131638,16380,79780,3980,2305,0,0,0,0,310,448,350,2942,7990,88736,0,0,100,637,220,1159,34440,5230142,0,0,0,0,0,0,0,0,0,0,34740,5224255,34780,5549587,24100,75867,31070,149343,20160,858868,14390,526472,7220,204887,8460,321585
WA,10,15630,1880,13180,370,14480,910,13390,2010,41520,15050,0,0,0,0,0,20,5300,46991816,15630,47215927,12990,14467788,15130,1016832,13470,4224006,13070,3625020,1950,51386,3700,646745,14300,16402878,3810,310299,350,90,855,2680,79076,9680,8203423,7040,224111,80,21,1190,55172,3830,56670,360,3622,0,0,4210,95663,4210,93430,1080,2233,11420,3032390,50,4313,2510,221149,8650,98814,11000,254313,11190,109238,11410,135477,3250,4079,8150,190777,350,6232,1430,806,4040,309059,10740,2183975,1770,194152,9390,1412407,15620,42446196,15630,11869098,2490,58225,30,150,10830,421722,9530,337007,960,597,0,0,0,0,0,0,160,2151,4310,74165,0,0,30,165,90,427,15460,12581897,0,0,0,0,0,0,0,0,0,0,15590,11447375,15620,12269079,10070,113230,14520,611804,7060,1320408,8470,1611602,2790,335558,6450,1276044
WV,0,765060,343130,313690,92620,685900,44120,343290,516620,1466590,429620,22320,13170,110,9030,2920,123420,222440,42109252,762570,42541063,622940,30203536,195350,266833,101270,618725,93480,482919,53360,67221,89740,1110488,81090,1238890,214420,5259712,14790,31830,117505,135160,1795847,26510,1471707,147360,431811,15870,4108,2790,65509,10580,88990,9080,42687,57260,59902,723830,12766706,723830,12469139,152510,297566,33060,1030777,8670,174145,30770,357311,1780,2306,28160,71750,30810,230980,32860,248680,20400,12434,24130,243387,560,3341,950,796,1440,15261,25920,303786,1660,34032,62510,379470,574380,29457188,572750,4532772,470,4421,8530,12176,251450,463155,22670,7340,16450,8643,32640,33631,52650,9746,186230,382809,920,1962,69170,207222,14770,137099,16320,147974,18320,14662,727640,5871454,143210,337370,130200,308896,100800,172097,26630,22378,6200,5664,495810,4069624,530630,4373937,8130,12018,10340,35377,104500,419046,634430,1908759,622520,1739419,15800,169340
WV,1,8150,4420,3150,320,5420,1650,4910,2070,12690,1700,100,80,0,20,0,270,4540,-425944,5660,-420825,1560,50700,2350,5955,1320,8303,1170,6627,220,832,2930,-77304,1710,15777,1650,21147,1110,70,325,20,46,1110,-97147,1200,5119,30,7,0,0,230,1423,40,199,250,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,176,0,0,220,53,20,19,0,0,0,0,0,0,0,0,10,12,0,0,730,1643,730,8431,760,8371,0,0,3660,15800,520,620,360,451,200,383,300,263,480,566,220,157,1100,2097,30,31,0,0,640,901,3440,14638,3270,10427,240,4211
WV,2,109630,83980,13330,10930,96460,7590,38990,64900,119720,27560,5750,3370,0,2390,1160,12710,27300,571109,109630,579422,81730,432868,16240,7335,6600,7455,5910,5086,510,348,9880,30473,4920,3585,19550,103154,930,1900,4960,300,1131,1010,-1225,9940,8313,70,15,20,190,550,1890,130,452,1290,1052,109120,1339836,109120,1299322,21950,40514,510,10791,380,7487,210,492,170,102,260,533,400,835,460,1007,200,86,180,1704,0,0,0,0,10,65,210,304,20,99,140,190,1850,3567,2100,584,0,0,860,315,250,51,110,3,0,0,20,6,20,10,70,30,0,0,8130,5870,2120,22284,2180,22276,50,29,92830,86550,36830,41387,34040,38339,12100,7590,2810,2290,1060,851,2000,535,11110,6803,0,0,0,0,5610,2474,89670,82270,89330,81299,470,971
WV,3,175610,102900,35770,33500,159490,8800,70680,131730,289410,87040,7650,4660,40,2950,1270,37590,49180,3027345,175610,3054332,134940,2245821,27700,18912,11590,22463,10420,15260,1480,1124,17240,137100,8200,17749,42990,540695,1910,6550,21294,19630,34520,1860,1743,22630,26987,530,120,50,272,1050,3741,750,2279,6590,5261,174320,2774498,174320,2700053,39000,74446,1280,30887,980,20811,700,1416,440,301,750,1301,1100,2499,1220,2869,560,237,510,3843,20,119,30,19,20,72,650,2363,50,497,4970,3313,102980,572262,102450,58035,20,126,2000,997,35260,11177,730,29,1050,309,5310,2472,13050,2050,17730,6267,50,23,14640,24135,4820,42133,4970,42418,5550,3021,165110,479068,62920,199150,56990,183472,40530,69878,5190,4142,2390,1862,78510,46858,92330,75037,0,0,0,0,10530,9491,158500,413198,157880,411242,950,1956
WV,4,183070,89010,58200,29870,165860,8980,77860,137220,340550,100380,5500,3290,30,2170,480,36630,49960,6609768,183070,6662490,153470,5166463,36840,28812,17010,39718,15540,28460,5700,3162,16280,125569,12200,38612,47680,908694,2660,8150,30737,42230,282039,3070,13979,32590,52722,3600,865,110,1080,1580,7353,2010,7509,16020,15843,180180,3084272,180180,3015013,35170,69259,2880,69317,1750,34347,2330,5237,450,476,2000,3564,2540,8394,2840,9530,1500,761,1520,11575,50,307,50,79,50,199,1850,10148,180,2165,12740,18622,181190,3428830,179940,370719,10,39,3410,2822,76510,84377,2720,151,3130,1561,8170,8075,29220,6055,54280,68064,210,203,12230,26836,5500,48301,5750,50744,7710,5067,179780,743978,41610,95687,37780,86219,36770,74273,4670,3778,1860,1698,138700,286342,146610,321508,10,12,0,0,19900,25228,162410,446883,161050,442946,1950,3937
